-2.636582901578310434e-03,1.179540606321790586e+00,6.304452904732759100e-01,3.729618207361475868e-01,-2.504795748503263475e-01,-7.487650794065224824e-01,-9.051432539787388487e-01
1.409063837617654524e-01,1.191067493584094805e+00,8.341729854029120705e-01,4.709135278368097310e-01,1.091986481220114658e-01,-8.240245207376268866e-01,-7.485689059935445311e-01
2.909356949757141431e-01,9.293257504488041665e-01,9.720534933587814397e-01,3.877512918609596348e-01,3.946113850711854831e-01,-9.500039807580000772e-01,-5.330338265323468772e-01
4.426598244582127806e-01,5.458897693638447013e-01,1.080096498958752482e+00,1.840221466191411803e-01,6.595763255621437393e-01,-1.098323502124130213e+00,-3.201485969599230375e-01
5.227416113131191366e-01,8.854443555578206393e-02,1.160158100341162069e+00,-9.440923037261517159e-02,9.692719165392899017e-01,-1.254118016393686030e+00,-1.243735496886348435e-01
4.955431344364553126e-01,-2.930137200081116555e-01,1.251239480658775882e+00,-3.007005427687157173e-01,1.348718753700440365e+00,-1.424072097591709607e+00,1.208510839849499807e-01
4.466542053969546067e-01,-3.697496750101053054e-01,1.324577309641790102e+00,-3.514045974291284957e-01,1.704384327128445564e+00,-1.475464646665459956e+00,4.606593749827073148e-01
4.968236374580395354e-01,-3.820759369592784394e-01,1.177756166522454961e+00,-3.388555278153652650e-01,2.104258945347901033e+00,-1.334945629098655218e+00,8.627950438861171634e-01
5.673415767244021080e-01,-3.911308695285486969e-01,9.760641176688177323e-01,-1.414608564697450999e-01,2.367773849131066921e+00,-1.076007718389043522e+00,1.132194773366891782e+00
5.308078740627346637e-01,-3.624803147591870722e-01,9.833997854408614847e-01,4.180729158305845905e-02,2.404210226895338476e+00,-9.607287302755018743e-01,1.203166709330047768e+00
5.126588753324929915e-01,-3.340077279093998097e-01,9.835996125519542721e-01,1.158630793118424207e-01,2.418547444447662453e+00,-9.228856731071051200e-01,1.233751458761563002e+00
5.118272780209045525e-01,-3.331150174870651792e-01,9.839506981765268057e-01,1.183943555272496950e-01,2.418559309259430190e+00,-9.219952125761938788e-01,1.234488087177854299e+00
6.494031107104860645e-01,4.518081234847936001e-01,2.834676290609937643e-01,-1.128891886837751990e+00,9.763390812816139519e-01,3.356739387256877372e-01,-5.040693127432213094e-01
7.882961333966522766e-01,4.049326678664401102e-01,1.312773165659955610e-01,-1.032432613313082559e+00,1.068510971856146963e+00,1.042123068866782631e-01,-2.407357527026890986e-01
9.599932196968152809e-01,3.208475972821037137e-01,7.550300326302383791e-03,-7.457935528955693671e-01,1.230299308511862977e+00,-9.222472405685339103e-02,1.770396885180514635e-01
1.016900865086536543e+00,2.652069882755899166e-01,-5.546080748183329634e-02,-3.418276722676108492e-01,1.386007141772020113e+00,-1.798199552170704485e-01,6.439449216027099965e-01
8.864345094249463930e-01,2.320554235535388643e-01,-6.738229387452127073e-02,3.736688387777253872e-02,1.456991696600466124e+00,-1.673938282011184220e-01,9.109490082700135716e-01
7.978148127610767970e-01,2.263576346775968973e-01,-6.030117676738716570e-02,2.169583396518052765e-01,1.460760547182557101e+00,-1.662956000352848185e-01,1.004578214533665470e+00
7.882558942709469996e-01,2.267484718265038723e-01,-6.010514032979569210e-02,2.369767588150243631e-01,1.461353389868369046e+00,-1.674501152951299310e-01,1.015225372440349716e+00
7.881807978130841441e-01,2.267447528171758209e-01,-6.011483064295913836e-02,2.371284195400694961e-01,1.461369528186101885e+00,-1.674548080113046900e-01,1.015303930981540148e+00
